소유자명,생년월일,동호수,소유자_주소,아파트_소재지,도로명주소,건축물_연면적,거주형태,등기목적_분류,등기원인_년월일,근저당설정여부,근저당금액,보유기간,압류가압류,소유형태,세대유형,공유자수,단독소유자수
홍길동25,451128,1동6603,"서울특별시 서초구 서초중앙로29길 28, 1473호",서울특별시 서초구 서초동 1234-56 제6층 제603호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2013.08.10,Y,253722510,12년 1개월,없음,공유자,공유세대,2,0
홍길동26,650501,1동171709,서울특별시 서초구 104번길 1,서울특별시 서초구 서초동 1234-56 제17층 제1709호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2021.10.22,Y,462044577,3년 11개월,없음,단독소유자,단독세대,0,1
홍길동27,771020,1동191905,"서울특별시 서초구 서초중앙로29길 28, 1910호",서울특별시 서초구 서초동 1234-56 제19층 제1905호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2000.03.02,Y,193395093,25년 7개월,없음,단독소유자,단독세대,0,1
홍길동28,851010,1동3302,경기도 용인시 17번길 86,서울특별시 서초구 서초동 1234-56 제3층 제302호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1988.11.23,N,0,36년 10개월,없음,단독소유자,단독세대,0,1
홍길동29,660225,1동131307,서울특별시 강동구 297번길 47,서울특별시 서초구 서초동 1234-56 제13층 제1307호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2013.08.05,Y,483519701,12년 2개월,없음,단독소유자,단독세대,0,1
홍길동30,810914,1동242404,"서울특별시 서초구 서초중앙로29길 28, 1225호",서울특별시 서초구 서초동 1234-56 제24층 제2404호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2014.08.24,Y,453381368,11년 1개월,없음,공유자,공유세대,2,0
홍길동31,350609,1동212106,"서울특별시 서초구 서초중앙로29길 28, 1850호",서울특별시 서초구 서초동 1234-56 제21층 제2106호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2023.11.16,Y,298094133,1년 10개월,없음,단독소유자,단독세대,0,1
홍길동32,700401,1동161602,경기도 안양시 120번길 91,서울특별시 서초구 서초동 1234-56 제16층 제1602호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1997.01.11,N,0,28년 9개월,없음,단독소유자,단독세대,0,1
홍길동33,600526,1동111109,서울특별시 강남구 104번길 89,서울특별시 서초구 서초동 1234-56 제11층 제1109호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2018.07.24,Y,200105250,7년 2개월,없음,단독소유자,단독세대,0,1
홍길동34,690627,1동171708,"서울특별시 서초구 서초중앙로29길 28, 820호",서울특별시 서초구 서초동 1234-56 제17층 제1708호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2019.08.28,Y,428963184,6년 1개월,없음,공유자,공유세대,2,0
홍길동35,360910,1동232306,서울특별시 강동구 212번길 96,서울특별시 서초구 서초동 1234-56 제23층 제2306호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2023.06.03,Y,402907632,2년 4개월,없음,단독소유자,단독세대,0,1
홍길동36,540319,1동7710,서울특별시 강남구 174번길 49,서울특별시 서초구 서초동 1234-56 제7층 제710호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1992.01.09,N,0,33년 9개월,없음,단독소유자,단독세대,0,1
홍길동37,710827,1동181805,"서울특별시 서초구 서초중앙로29길 28, 1074호",서울특별시 서초구 서초동 1234-56 제18층 제1805호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2022.08.17,Y,261183651,3년 1개월,없음,단독소유자,단독세대,0,1
홍길동38,890616,1동181805,경기도 고양시 257번길 20,서울특별시 서초구 서초동 1234-56 제18층 제1805호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2000.03.07,N,0,25년 7개월,없음,단독소유자,단독세대,0,1
홍길동39,760502,1동212102,서울특별시 강동구 268번길 15,서울특별시 서초구 서초동 1234-56 제21층 제2102호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2021.11.24,N,0,3년 10개월,없음,단독소유자,단독세대,0,1
홍길동40,690410,1동121208,서울특별시 영등포구 108번길 42,서울특별시 서초구 서초동 1234-56 제12층 제1208호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1995.01.20,N,0,30년 8개월,없음,단독소유자,단독세대,0,1
홍길동41,840618,1동6605,"서울특별시 서초구 서초중앙로29길 28, 947호",서울특별시 서초구 서초동 1234-56 제6층 제605호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2002.09.15,Y,362286715,23년 0개월,없음,단독소유자,단독세대,0,1
홍길동42,731102,1동3302,"서울특별시 서초구 서초중앙로29길 28, 219호",서울특별시 서초구 서초동 1234-56 제3층 제302호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2022.12.23,N,0,2년 9개월,없음,단독소유자,단독세대,0,1
홍길동43,710423,1동191902,"서울특별시 서초구 서초중앙로29길 28, 1380호",서울특별시 서초구 서초동 1234-56 제19층 제1902호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2016.02.27,Y,600175268,9년 7개월,없음,단독소유자,단독세대,0,1
홍길동44,530522,1동161608,"서울특별시 서초구 서초중앙로29길 28, 499호",서울특별시 서초구 서초동 1234-56 제16층 제1608호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2015.07.06,Y,487977734,10년 3개월,없음,단독소유자,단독세대,0,1
홍길동45,560216,1동171708,경기도 수원시 233번길 63,서울특별시 서초구 서초동 1234-56 제17층 제1708호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2023.03.17,N,0,2년 6개월,없음,단독소유자,단독세대,0,1
홍길동46,510921,1동111109,"서울특별시 서초구 서초중앙로29길 28, 539호",서울특별시 서초구 서초동 1234-56 제11층 제1109호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2014.09.06,Y,499740212,11년 0개월,없음,단독소유자,단독세대,0,1
홍길동47,850726,1동121209,경기도 성남시 175번길 27,서울특별시 서초구 서초동 1234-56 제12층 제1209호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1995.12.19,N,0,29년 9개월,없음,단독소유자,단독세대,0,1
홍길동48,850811,1동161603,"서울특별시 서초구 서초중앙로29길 28, 2526호",서울특별시 서초구 서초동 1234-56 제16층 제1603호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,1993.10.25,N,0,31년 11개월,없음,단독소유자,단독세대,0,1
홍길동49,560207,1동222201,"서울특별시 서초구 서초중앙로29길 28, 2125호",서울특별시 서초구 서초동 1234-56 제22층 제2201호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2019.07.20,N,0,6년 2개월,없음,단독소유자,단독세대,0,1
홍길동50,651110,1동131302,경기도 용인시 163번길 39,서울특별시 서초구 서초동 1234-56 제13층 제1302호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2000.03.28,Y,738649286,25년 6개월,없음,단독소유자,단독세대,0,1
홍길동51,561218,1동111101,서울특별시 송파구 282번길 7,서울특별시 서초구 서초동 1234-56 제11층 제1101호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2014.07.13,N,0,11년 2개월,없음,단독소유자,단독세대,0,1
홍길동52,680418,1동131307,서울특별시 서초구 89번길 61,서울특별시 서초구 서초동 1234-56 제13층 제1307호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1996.01.03,N,0,29년 9개월,없음,단독소유자,단독세대,0,1
홍길동53,620303,1동151508,서울특별시 영등포구 250번길 85,서울특별시 서초구 서초동 1234-56 제15층 제1508호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2016.08.17,N,0,9년 1개월,없음,단독소유자,단독세대,0,1
홍길동54,610406,1동2210,"서울특별시 서초구 서초중앙로29길 28, 1676호",서울특별시 서초구 서초동 1234-56 제2층 제210호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2020.09.19,N,0,5년 0개월,없음,단독소유자,단독세대,0,1
홍길동55,631212,1동171702,"서울특별시 서초구 서초중앙로29길 28, 2428호",서울특별시 서초구 서초동 1234-56 제17층 제1702호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,1996.02.17,Y,217348063,29년 7개월,없음,단독소유자,단독세대,0,1
홍길동56,631124,1동4409,"서울특별시 서초구 서초중앙로29길 28, 1105호",서울특별시 서초구 서초동 1234-56 제4층 제409호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2002.01.16,N,0,23년 8개월,없음,단독소유자,단독세대,0,1
홍길동57,810712,1동7701,"서울특별시 서초구 서초중앙로29길 28, 2451호",서울특별시 서초구 서초동 1234-56 제7층 제701호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,1992.01.21,Y,306451963,33년 8개월,없음,공유자,공유세대,2,0
홍길동58,601220,1동171702,서울특별시 마포구 27번길 85,서울특별시 서초구 서초동 1234-56 제17층 제1702호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1993.10.09,N,0,32년 0개월,없음,단독소유자,단독세대,0,1
홍길동59,661204,1동202003,"서울특별시 서초구 서초중앙로29길 28, 1153호",서울특별시 서초구 서초동 1234-56 제20층 제2003호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2016.12.08,N,0,8년 9개월,없음,단독소유자,단독세대,0,1
홍길동60,510205,1동6608,"서울특별시 서초구 서초중앙로29길 28, 236호",서울특별시 서초구 서초동 1234-56 제6층 제608호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2021.08.24,N,0,4년 1개월,없음,단독소유자,단독세대,0,1
홍길동61,610121,1동5501,"서울특별시 서초구 서초중앙로29길 28, 2467호",서울특별시 서초구 서초동 1234-56 제5층 제501호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2013.09.08,Y,451322997,12년 0개월,없음,단독소유자,단독세대,0,1
홍길동62,840701,1동161607,서울특별시 강동구 135번길 19,서울특별시 서초구 서초동 1234-56 제16층 제1607호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1995.09.21,Y,552148907,30년 0개월,없음,단독소유자,단독세대,0,1
홍길동63,610509,1동222210,"서울특별시 서초구 서초중앙로29길 28, 1217호",서울특별시 서초구 서초동 1234-56 제22층 제2210호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2016.04.17,Y,310887193,9년 5개월,없음,단독소유자,단독세대,0,1
홍길동64,740122,1동4401,"서울특별시 서초구 서초중앙로29길 28, 1384호",서울특별시 서초구 서초동 1234-56 제4층 제401호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,1988.04.24,Y,373882413,37년 5개월,없음,단독소유자,단독세대,0,1
홍길동65,360120,1동212104,"서울특별시 서초구 서초중앙로29길 28, 891호",서울특별시 서초구 서초동 1234-56 제21층 제2104호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2023.10.05,N,0,1년 12개월,없음,단독소유자,단독세대,0,1
홍길동66,780510,1동4408,"서울특별시 서초구 서초중앙로29길 28, 555호",서울특별시 서초구 서초동 1234-56 제4층 제408호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,1989.03.25,Y,606645330,36년 6개월,없음,공유자,공유세대,2,0
홍길동67,620711,1동101003,"서울특별시 서초구 서초중앙로29길 28, 356호",서울특별시 서초구 서초동 1234-56 제10층 제1003호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,1999.03.21,Y,298690067,26년 6개월,없음,단독소유자,단독세대,0,1
홍길동68,620420,1동161605,"서울특별시 서초구 서초중앙로29길 28, 2315호",서울특별시 서초구 서초동 1234-56 제16층 제1605호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2005.08.01,N,0,20년 2개월,없음,단독소유자,단독세대,0,1
홍길동69,620505,1동141410,경기도 성남시 20번길 86,서울특별시 서초구 서초동 1234-56 제14층 제1410호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1991.07.28,Y,199221362,34년 2개월,없음,단독소유자,단독세대,0,1
홍길동70,590113,1동171702,"서울특별시 서초구 서초중앙로29길 28, 2313호",서울특별시 서초구 서초동 1234-56 제17층 제1702호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2022.05.13,N,0,3년 4개월,없음,단독소유자,단독세대,0,1
홍길동71,440603,1동111104,서울특별시 영등포구 47번길 47,서울특별시 서초구 서초동 1234-56 제11층 제1104호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1996.12.13,Y,427167751,28년 9개월,없음,단독소유자,단독세대,0,1
홍길동72,631207,1동8801,서울특별시 강동구 44번길 81,서울특별시 서초구 서초동 1234-56 제8층 제801호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2021.09.21,N,0,4년 0개월,없음,단독소유자,단독세대,0,1
홍길동73,860111,1동252501,"서울특별시 서초구 서초중앙로29길 28, 1941호",서울특별시 서초구 서초동 1234-56 제25층 제2501호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,1997.11.28,Y,323438800,27년 10개월,없음,단독소유자,단독세대,0,1
홍길동74,861205,1동2208,경기도 안양시 120번길 10,서울특별시 서초구 서초동 1234-56 제2층 제208호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2007.03.21,Y,277883306,18년 6개월,없음,단독소유자,단독세대,0,1
홍길동75,650327,1동5502,서울특별시 송파구 50번길 59,서울특별시 서초구 서초동 1234-56 제5층 제502호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2001.04.14,N,0,24년 5개월,없음,단독소유자,단독세대,0,1
홍길동76,750905,1동8801,서울특별시 송파구 62번길 88,서울특별시 서초구 서초동 1234-56 제8층 제801호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1995.07.06,Y,630131907,30년 3개월,없음,단독소유자,단독세대,0,1
홍길동77,650105,1동222210,서울특별시 서초구 225번길 32,서울특별시 서초구 서초동 1234-56 제22층 제2210호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2020.01.06,N,0,5년 9개월,없음,단독소유자,단독세대,0,1
홍길동78,480405,1동181808,서울특별시 강동구 244번길 89,서울특별시 서초구 서초동 1234-56 제18층 제1808호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2017.03.23,N,0,8년 6개월,없음,단독소유자,단독세대,0,1
홍길동79,460908,1동181802,경기도 수원시 179번길 54,서울특별시 서초구 서초동 1234-56 제18층 제1802호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2017.08.25,N,0,8년 1개월,없음,단독소유자,단독세대,0,1
홍길동80,570322,1동7703,서울특별시 송파구 28번길 25,서울특별시 서초구 서초동 1234-56 제7층 제703호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2021.04.14,N,0,4년 5개월,없음,단독소유자,단독세대,0,1
홍길동81,571202,1동7701,서울특별시 마포구 233번길 6,서울특별시 서초구 서초동 1234-56 제7층 제701호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2023.10.11,Y,442223689,1년 11개월,없음,단독소유자,단독세대,0,1
홍길동82,690208,1동8807,울산광역시 남구 57번길 42,서울특별시 서초구 서초동 1234-56 제8층 제807호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2023.07.05,N,0,2년 2개월,없음,단독소유자,단독세대,0,1
홍길동83,730313,1동161604,"서울특별시 서초구 서초중앙로29길 28, 2597호",서울특별시 서초구 서초동 1234-56 제16층 제1604호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2016.01.23,Y,431282546,9년 8개월,없음,단독소유자,단독세대,0,1
홍길동84,730706,1동111110,서울특별시 서초구 57번길 60,서울특별시 서초구 서초동 1234-56 제11층 제1110호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2014.09.28,N,0,11년 0개월,없음,단독소유자,단독세대,0,1
홍길동85,740828,1동171708,"서울특별시 서초구 서초중앙로29길 28, 1787호",서울특별시 서초구 서초동 1234-56 제17층 제1708호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2003.07.19,Y,137765727,22년 2개월,없음,단독소유자,단독세대,0,1
홍길동86,681001,1동3308,"서울특별시 서초구 서초중앙로29길 28, 2524호",서울특별시 서초구 서초동 1234-56 제3층 제308호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2020.08.26,Y,265554215,5년 1개월,없음,공유자,공유세대,2,0
홍길동87,570925,1동252507,경기도 고양시 254번길 31,서울특별시 서초구 서초동 1234-56 제25층 제2507호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2002.02.01,N,0,23년 8개월,없음,단독소유자,단독세대,0,1
홍길동88,550115,1동6607,서울특별시 서초구 236번길 74,서울특별시 서초구 서초동 1234-56 제6층 제607호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2021.11.01,N,0,3년 11개월,없음,단독소유자,단독세대,0,1
홍길동89,760514,1동212109,서울특별시 강동구 171번길 68,서울특별시 서초구 서초동 1234-56 제21층 제2109호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1994.06.24,Y,646821375,31년 3개월,없음,단독소유자,단독세대,0,1
홍길동90,770712,1동3306,서울특별시 영등포구 187번길 7,서울특별시 서초구 서초동 1234-56 제3층 제306호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1998.04.05,N,0,27년 6개월,없음,단독소유자,단독세대,0,1
홍길동91,831225,1동242404,서울특별시 마포구 59번길 84,서울특별시 서초구 서초동 1234-56 제24층 제2404호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1996.09.22,N,0,29년 0개월,없음,단독소유자,단독세대,0,1
홍길동92,810615,1동181802,"서울특별시 서초구 서초중앙로29길 28, 360호",서울특별시 서초구 서초동 1234-56 제18층 제1802호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,1999.10.12,N,0,25년 12개월,없음,공유자,공유세대,2,0
홍길동93,770706,1동5503,서울특별시 서초구 235번길 12,서울특별시 서초구 서초동 1234-56 제5층 제503호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2023.09.21,Y,651820190,2년 0개월,없음,단독소유자,단독세대,0,1
홍길동94,540316,1동161601,"서울특별시 서초구 서초중앙로29길 28, 1807호",서울특별시 서초구 서초동 1234-56 제16층 제1601호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2009.06.14,N,0,16년 3개월,없음,단독소유자,단독세대,0,1
홍길동95,730810,1동111103,서울특별시 강동구 272번길 71,서울특별시 서초구 서초동 1234-56 제11층 제1103호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2021.01.05,N,0,4년 9개월,없음,단독소유자,단독세대,0,1
홍길동96,550323,1동7703,"서울특별시 서초구 서초중앙로29길 28, 782호",서울특별시 서초구 서초동 1234-56 제7층 제703호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2007.04.04,N,0,18년 6개월,없음,단독소유자,단독세대,0,1
홍길동97,830512,1동191901,경기도 수원시 295번길 17,서울특별시 서초구 서초동 1234-56 제19층 제1901호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2018.09.06,Y,252314480,7년 0개월,없음,단독소유자,단독세대,0,1
홍길동98,720825,1동121203,"서울특별시 서초구 서초중앙로29길 28, 203호",서울특별시 서초구 서초동 1234-56 제12층 제1203호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2023.12.10,Y,396490234,1년 9개월,없음,단독소유자,단독세대,0,1
홍길동99,581024,1동242402,"서울특별시 서초구 서초중앙로29길 28, 2450호",서울특별시 서초구 서초동 1234-56 제24층 제2402호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2003.05.01,N,0,22년 5개월,없음,단독소유자,단독세대,0,1
홍길동100,710120,1동202009,서울특별시 강동구 183번길 12,서울특별시 서초구 서초동 1234-56 제20층 제2009호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1988.02.18,N,0,37년 7개월,없음,단독소유자,단독세대,0,1
홍길동101,630620,1동3306,서울특별시 마포구 202번길 25,서울특별시 서초구 서초동 1234-56 제3층 제306호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1992.06.01,N,0,33년 4개월,없음,단독소유자,단독세대,0,1
홍길동102,740207,1동252507,서울특별시 송파구 158번길 58,서울특별시 서초구 서초동 1234-56 제25층 제2507호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2019.10.20,Y,655702989,5년 11개월,없음,단독소유자,단독세대,0,1
홍길동103,940603,1동141402,서울특별시 서초구 156번길 61,서울특별시 서초구 서초동 1234-56 제14층 제1402호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1989.09.15,Y,294299837,36년 0개월,없음,단독소유자,단독세대,0,1
홍길동104,600916,1동111110,서울특별시 서초구 96번길 49,서울특별시 서초구 서초동 1234-56 제11층 제1110호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,2016.01.05,N,0,9년 9개월,없음,단독소유자,단독세대,0,1
홍길동105,671122,1동7708,"서울특별시 서초구 서초중앙로29길 28, 2036호",서울특별시 서초구 서초동 1234-56 제7층 제708호,서울특별시 서초구 서초중앙로29길 28,84,실거주,매매,2014.05.16,N,0,11년 4개월,없음,단독소유자,단독세대,0,1
홍길동106,831014,1동232308,서울특별시 마포구 186번길 75,서울특별시 서초구 서초동 1234-56 제23층 제2308호,서울특별시 서초구 서초중앙로29길 28,84,투자,매매,1993.10.01,Y,296161194,32년 0개월,없음,단독소유자,단독세대,0,1
