소유자명,생년월일,동호수,소유자_주소,아파트_소재지,도로명주소,건축물_연면적,거주형태,등기목적_분류,등기원인_년월일,근저당설정여부,근저당금액,보유기간,압류가압류,소유형태,세대유형,공유자수,단독소유자수
강민준,710913,1동102호,서울시 용산구 장문로 27 청화아파트 1동102호,서울시 용산구 장문로 27 청화아파트 1동102호,서울특별시 용산구 장문로 27,115,실거주,매매,2015-07-14,Y,598660000,10년 3개월,없음,단독소유자,단독세대,0,1
최하준,470304,1동103호,경북 포항시 남구 627-40,서울시 용산구 장문로 27 청화아파트 1동103호,서울특별시 용산구 장문로 27,154,투자,매매,2009-01-26,N,0,16년 9개월,없음,단독소유자,단독세대,0,1
강지호,650107,1동104호,서울시 동대문구 방배동 853-47,서울시 용산구 장문로 27 청화아파트 1동104호,서울특별시 용산구 장문로 27,154,투자,경매,2008-07-23,Y,102490000,17년 3개월,없음,단독소유자,단독세대,0,1
조영자,580827,1동105호,서울시 용산구 장문로 27 청화아파트 1동105호,서울시 용산구 장문로 27 청화아파트 1동105호,서울특별시 용산구 장문로 27,154,실거주,상속,2012-03-24,Y,710100000,13년 7개월,없음,단독소유자,단독세대,0,1
김하준,670302,1동106호,서울시 종로구 석촌동 755-56,서울시 용산구 장문로 27 청화아파트 1동106호,서울특별시 용산구 장문로 27,154,투자,상속,2005-07-26,Y,836660000,20년 3개월,없음,단독소유자,단독세대,0,1
김영희,520301,1동107호,서울시 용산구 장문로 27 청화아파트 1동107호,서울시 용산구 장문로 27 청화아파트 1동107호,서울특별시 용산구 장문로 27,115,실거주,경매,2021-06-28,Y,786460000,4년 4개월,없음,단독소유자,단독세대,0,1
박서연,670627,1동101호,서울시 용산구 장문로 27 청화아파트 1동101호,서울시 용산구 장문로 27 청화아파트 1동101호,서울특별시 용산구 장문로 27,154,실거주,경매,2014-09-21,N,0,11년 1개월,없음,단독소유자,단독세대,0,1
장영희,631213,1동102호,서울시 성동구 가락동 468-95,서울시 용산구 장문로 27 청화아파트 1동102호,서울특별시 용산구 장문로 27,154,투자,경매,2015-12-27,Y,214070000,9년 10개월,없음,단독소유자,단독세대,0,1
정지호,740918,1동103호,서울시 노원구 잠실동 416-22,서울시 용산구 장문로 27 청화아파트 1동103호,서울특별시 용산구 장문로 27,115,투자,상속,2002-05-13,Y,145570000,23년 5개월,없음,단독소유자,단독세대,0,1
장하준,731028,1동104호,서울시 용산구 장문로 27 청화아파트 1동104호,서울시 용산구 장문로 27 청화아파트 1동104호,서울특별시 용산구 장문로 27,154,실거주,경매,2007-05-11,Y,275840000,18년 5개월,없음,단독소유자,단독세대,0,1
이민서,420810,1동105호,경기도 용인시 수지구 동탄동 349-74,서울시 용산구 장문로 27 청화아파트 1동105호,서울특별시 용산구 장문로 27,115,투자,매매,2024-06-08,Y,180780000,1년 4개월,없음,단독소유자,단독세대,0,1
최하준,640202,1동106호,서울시 강북구 압구정동 848-16,서울시 용산구 장문로 27 청화아파트 1동106호,서울특별시 용산구 장문로 27,154,투자,상속,2006-08-03,Y,243150000,19년 2개월,없음,단독소유자,단독세대,0,1
정예준,681018,1동107호,경기도 수원시 영통구 동탄동 865-59,서울시 용산구 장문로 27 청화아파트 1동107호,서울특별시 용산구 장문로 27,115,투자,상속,2018-08-03,Y,422440000,7년 2개월,없음,단독소유자,단독세대,0,1
윤지호,431228,1동101호,전남 여수시 문수동 14-41,서울시 용산구 장문로 27 청화아파트 1동101호,서울특별시 용산구 장문로 27,154,투자,매매,2022-09-26,Y,678540000,3년 1개월,없음,단독소유자,단독세대,0,1
김영자,910324,1동102호,경기도 화성시 동탄구 동탄동 354-18,서울시 용산구 장문로 27 청화아파트 1동102호,서울특별시 용산구 장문로 27,115,투자,경매,2014-07-08,N,0,11년 3개월,없음,단독소유자,단독세대,0,1
최영자,591021,1동103호,서울시 도봉구 서초동 988-91,서울시 용산구 장문로 27 청화아파트 1동103호,서울특별시 용산구 장문로 27,154,투자,매매,2004-02-08,Y,603120000,21년 8개월,없음,단독소유자,단독세대,0,1
이순자,651102,1동104호,서울시 서초구 문정동 243-51,서울시 용산구 장문로 27 청화아파트 1동104호,서울특별시 용산구 장문로 27,154,투자,매매,2009-10-02,Y,399910000,16년 0개월,없음,단독소유자,단독세대,0,1
장영희,630208,1동105호,서울시 용산구 장문로 27 청화아파트 1동105호,서울시 용산구 장문로 27 청화아파트 1동105호,서울특별시 용산구 장문로 27,154,실거주,경매,2006-01-22,Y,390990000,19년 9개월,없음,단독소유자,단독세대,0,1
정영희,611111,1동106호,서울시 용산구 장문로 27 청화아파트 1동106호,서울시 용산구 장문로 27 청화아파트 1동106호,서울특별시 용산구 장문로 27,154,실거주,증여,2011-11-12,Y,610200000,13년 11개월,없음,단독소유자,단독세대,0,1
정민서,570124,1동107호,대전시 유성구 봉명동 259-15,서울시 용산구 장문로 27 청화아파트 1동107호,서울특별시 용산구 장문로 27,154,투자,경매,2017-04-12,Y,904530000,8년 6개월,없음,단독소유자,단독세대,0,1
윤시우,730719,1동101호,서울시 용산구 문정동 28-67,서울시 용산구 장문로 27 청화아파트 1동101호,서울특별시 용산구 장문로 27,154,투자,경매,2021-04-20,Y,985540000,4년 6개월,없음,단독소유자,단독세대,0,1
장서연,670209,1동102호,경기도 화성시 동탄구 동탄동 53-92,서울시 용산구 장문로 27 청화아파트 1동102호,서울특별시 용산구 장문로 27,115,투자,상속,2002-03-01,Y,867180000,23년 7개월,없음,공유자,공유세대,2,0
윤영희,501006,1동103호,서울시 강북구 문정동 301-12,서울시 용산구 장문로 27 청화아파트 1동103호,서울특별시 용산구 장문로 27,154,투자,경매,2022-08-21,N,0,3년 2개월,없음,단독소유자,단독세대,0,1
이영희,990905,1동104호,서울시 동작구 방배동 652-47,서울시 용산구 장문로 27 청화아파트 1동104호,서울특별시 용산구 장문로 27,115,투자,증여,2015-10-12,Y,122450000,10년 0개월,없음,단독소유자,단독세대,0,1
조영자,690822,1동105호,서울시 용산구 장문로 27 청화아파트 1동105호,서울시 용산구 장문로 27 청화아파트 1동105호,서울특별시 용산구 장문로 27,154,실거주,경매,2018-09-02,Y,188840000,7년 1개월,없음,단독소유자,단독세대,0,1
최지호,670424,1동106호,서울시 용산구 장문로 27 청화아파트 1동106호,서울시 용산구 장문로 27 청화아파트 1동106호,서울특별시 용산구 장문로 27,154,실거주,매매,2023-01-01,Y,573310000,2년 9개월,없음,단독소유자,단독세대,0,1
임서준,730402,1동107호,경기도 용인시 수지구 동탄동 964-93,서울시 용산구 장문로 27 청화아파트 1동107호,서울특별시 용산구 장문로 27,115,투자,매매,2002-11-13,Y,295680000,22년 11개월,없음,단독소유자,단독세대,0,1
장시우,580805,1동101호,서울시 용산구 장문로 27 청화아파트 1동101호,서울시 용산구 장문로 27 청화아파트 1동101호,서울특별시 용산구 장문로 27,115,실거주,매매,2021-04-21,Y,215670000,4년 6개월,없음,단독소유자,단독세대,0,1
최시우,380526,1동102호,"9647 Maple Ave, San Francisco, CA, USA",서울시 용산구 장문로 27 청화아파트 1동102호,서울특별시 용산구 장문로 27,154,투자,증여,2006-03-21,Y,159130000,19년 7개월,없음,단독소유자,단독세대,0,1
장순자,700805,1동103호,서울시 금천구 신사동 901-7,서울시 용산구 장문로 27 청화아파트 1동103호,서울특별시 용산구 장문로 27,154,투자,경매,2019-05-03,Y,964110000,6년 5개월,없음,단독소유자,단독세대,0,1
박주원,590916,1동104호,경기도 수원시 영통구 동탄동 385-93,서울시 용산구 장문로 27 청화아파트 1동104호,서울특별시 용산구 장문로 27,115,투자,매매,2024-01-27,N,0,1년 9개월,없음,단독소유자,단독세대,0,1
임순자,580109,1동105호,서울시 동대문구 논현동 886-95,서울시 용산구 장문로 27 청화아파트 1동105호,서울특별시 용산구 장문로 27,154,투자,증여,2013-02-16,Y,226410000,12년 8개월,없음,단독소유자,단독세대,0,1
이도윤,730111,1동106호,서울시 광진구 문정동 999-9,서울시 용산구 장문로 27 청화아파트 1동106호,서울특별시 용산구 장문로 27,154,투자,상속,2015-05-08,N,0,10년 5개월,없음,단독소유자,단독세대,0,1
최예준,510624,1동107호,경기도 고양시 일산구 백석동 867-94,서울시 용산구 장문로 27 청화아파트 1동107호,서울특별시 용산구 장문로 27,115,투자,상속,2008-09-26,Y,917040000,17년 1개월,없음,단독소유자,단독세대,0,1
윤서준,851124,1동101호,경기도 용인시 수지구 동탄동 432-43,서울시 용산구 장문로 27 청화아파트 1동101호,서울특별시 용산구 장문로 27,154,투자,경매,2019-12-20,Y,568170000,5년 10개월,없음,단독소유자,단독세대,0,1
강민서,611113,1동102호,서울시 용산구 장문로 27 청화아파트 1동102호,서울시 용산구 장문로 27 청화아파트 1동102호,서울특별시 용산구 장문로 27,154,실거주,매매,2023-08-08,Y,782110000,2년 2개월,없음,단독소유자,단독세대,0,1
최주원,620625,1동103호,서울시 광진구 잠실동 898-63,서울시 용산구 장문로 27 청화아파트 1동103호,서울특별시 용산구 장문로 27,115,투자,매매,2018-11-17,N,0,6년 11개월,없음,단독소유자,단독세대,0,1
김서준,651023,1동104호,서울시 광진구 서초동 842-94,서울시 용산구 장문로 27 청화아파트 1동104호,서울특별시 용산구 장문로 27,115,투자,매매,2018-07-04,Y,854400000,7년 3개월,없음,단독소유자,단독세대,0,1
이서연,841115,1동105호,서울시 용산구 장문로 27 청화아파트 1동105호,서울시 용산구 장문로 27 청화아파트 1동105호,서울특별시 용산구 장문로 27,154,실거주,경매,2007-06-17,N,0,18년 4개월,없음,단독소유자,단독세대,0,1
강민서,570820,1동106호,서울시 강서구 압구정동 912-71,서울시 용산구 장문로 27 청화아파트 1동106호,서울특별시 용산구 장문로 27,115,투자,매매,2022-11-01,Y,339960000,2년 11개월,없음,단독소유자,단독세대,0,1
장민서,480920,1동107호,서울시 강동구 서초동 461-13,서울시 용산구 장문로 27 청화아파트 1동107호,서울특별시 용산구 장문로 27,115,투자,경매,2021-12-06,Y,203170000,3년 10개월,없음,단독소유자,단독세대,0,1
박지호,720801,2동101호,서울시 중구 삼성동 241-51,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,115,투자,매매,2020-05-17,Y,198380000,5년 5개월,없음,단독소유자,단독세대,0,1
박예준,550601,2동102호,서울시 강서구 서초동 104-1,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,115,투자,상속,1993-11-07,Y,346150000,31년 11개월,없음,단독소유자,단독세대,0,1
장예준,사업자 670-33-60025,2동103호,경기도 성남시 분당구 정자동 422-71,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,115,투자,상속,2024-01-07,N,0,1년 9개월,없음,단독소유자,단독세대,0,1
김시우,670428,2동104호,서울시 용산구 장문로 27 청화아파트 2동104호,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,115,실거주,경매,2013-09-26,Y,595290000,12년 1개월,없음,단독소유자,단독세대,0,1
조영자,560703,2동105호,서울시 용산구 장문로 27 청화아파트 2동105호,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,185,실거주,상속,2010-09-26,Y,583840000,15년 1개월,없음,단독소유자,단독세대,0,1
조순자,580110,2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,115,실거주,상속,1983-03-10,N,0,42년 7개월,없음,단독소유자,단독세대,0,1
강영희,561017,2동107호,서울시 용산구 논현동 402-15,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,투자,매매,2017-04-09,N,0,8년 6개월,없음,단독소유자,단독세대,0,1
조영자,670826,2동108호,서울시 관악구 송파동 810-46,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,115,투자,경매,1995-01-12,Y,209240000,30년 9개월,없음,단독소유자,단독세대,0,1
최시우,540518,2동109호,경상남도 창원시 성산구 285-38,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,투자,매매,2021-07-09,Y,104660000,4년 3개월,없음,단독소유자,단독세대,0,1
김하준,940421,2동101호,서울시 마포구 반포동 981-43,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,185,투자,증여,2010-07-01,Y,957740000,15년 3개월,없음,단독소유자,단독세대,0,1
이민준,640224,2동102호,서울시 용산구 장문로 27 청화아파트 2동102호,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,115,실거주,경매,2006-03-05,N,0,19년 7개월,없음,단독소유자,단독세대,0,1
임예준,810524,2동103호,서울시 용산구 장문로 27 청화아파트 2동103호,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,185,실거주,상속,2012-08-20,Y,953490000,13년 2개월,없음,단독소유자,단독세대,0,1
김지호,540311,2동104호,서울시 용산구 장문로 27 청화아파트 2동104호,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,185,실거주,매매,2021-06-07,Y,842440000,4년 4개월,없음,단독소유자,단독세대,0,1
강순자,821203,2동105호,서울시 서초구 신사동 282-18,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,115,투자,상속,2009-05-12,Y,673620000,16년 5개월,없음,단독소유자,단독세대,0,1
임지호,501008,2동106호,서울시 성동구 청담동 163-58,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,185,투자,증여,2008-02-11,Y,388780000,17년 8개월,없음,단독소유자,단독세대,0,1
강영희,630522,2동107호,서울시 구로구 논현동 817-31,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,115,투자,상속,2021-07-28,Y,385500000,4년 3개월,없음,단독소유자,단독세대,0,1
김민준,771116,2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,185,실거주,증여,2021-04-13,Y,458150000,4년 6개월,없음,단독소유자,단독세대,0,1
윤하준,520319,2동109호,서울시 도봉구 잠실동 77-36,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,115,투자,경매,2017-08-15,Y,934240000,8년 2개월,없음,단독소유자,단독세대,0,1
김민서,620623,2동101호,서울시 중구 논현동 227-69,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,185,투자,증여,2015-03-22,N,0,10년 7개월,없음,단독소유자,단독세대,0,1
최도윤,870921,2동102호,서울시 도봉구 석촌동 715-87,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,115,투자,매매,2024-05-17,Y,510570000,1년 5개월,없음,단독소유자,단독세대,0,1
임도윤,700504,2동103호,서울시 용산구 장문로 27 청화아파트 2동103호,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,115,실거주,경매,2018-06-17,N,0,7년 4개월,없음,단독소유자,단독세대,0,1
정지호,531222,2동104호,세종시 나성동 962-60,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,115,투자,경매,2020-02-26,Y,986540000,5년 8개월,없음,단독소유자,단독세대,0,1
이예준,500914,2동105호,서울시 용산구 장문로 27 청화아파트 2동105호,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,115,실거주,매매,2017-07-16,N,0,8년 3개월,없음,단독소유자,단독세대,0,1
김영자,650209,2동106호,서울시 성북구 서초동 900-32,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,185,투자,상속,2005-11-10,N,0,19년 11개월,없음,단독소유자,단독세대,0,1
박영희,620621,2동107호,서울시 용산구 장문로 27 청화아파트 2동107호,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,실거주,경매,2014-09-24,Y,463570000,11년 1개월,없음,단독소유자,단독세대,0,1
최영희,590205,2동108호,서울시 동대문구 대치동 370-95,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,115,투자,상속,2006-11-21,Y,709140000,18년 11개월,없음,단독소유자,단독세대,0,1
최영희,400923,2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,115,실거주,상속,2015-11-26,Y,462360000,9년 11개월,없음,단독소유자,단독세대,0,1
정서연,740319,2동101호,경기도 성남시 분당구 정자동 651-86,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,185,투자,경매,2008-07-12,N,0,17년 3개월,없음,단독소유자,단독세대,0,1
임예준,750415,2동102호,서울시 용산구 반포동 575-51,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,185,투자,매매,2004-06-07,N,0,21년 4개월,없음,단독소유자,단독세대,0,1
강영희,480901,2동103호,서울시 용산구 장문로 27 청화아파트 2동103호,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,185,실거주,매매,2012-10-15,Y,489330000,13년 0개월,없음,단독소유자,단독세대,0,1
